bar;item;price
Eddie C's Pub & Billiards;Michelob ULTRA;5.63
Eddie C's Pub & Billiards;Sauza Diablo;6.09
Eddie C's Pub & Billiards;Michelob Golden Draft Light;6.15
Eddie C's Pub & Billiards;Wicked Weed Black Angel;6.44
Eddie C's Pub & Billiards;Stolichnaya Citrona;6.85
Eddie C's Pub & Billiards;Original Premium Lager Dog;6.97
Eddie C's Pub & Billiards;Blue Moon;7.26
Eddie C's Pub & Billiards;New Belgium La Folie;7.3
Eddie C's Pub & Billiards;Marz Diliner Weisse;7.35
Eddie C's Pub & Billiards;Bell's Two-Hearted Ale;7.53
Eddie C's Pub & Billiards;Hefeweizen Doppelbock;8.07
Eddie C's Pub & Billiards;Russian River STS;8.34
Eddie C's Pub & Billiards;Budweiser;8.37
Eddie C's Pub & Billiards;Potato Skins;10.0
Eddie C's Pub & Billiards;Disco Fries;11.17
Eddie C's Pub & Billiards;Sloppy Joe;12.11
Eddie C's Pub & Billiards;Mozzarella Sticks;12.59
Eddie C's Pub & Billiards;Buffalo Wings;12.76
Eddie C's Pub & Billiards;Onion Rings;13.0
Eddie C's Pub & Billiards;Soft Pretzel;14.54
Eddy's Sports Pub;Hefeweizen;5.6
Eddy's Sports Pub;Michelob ULTRA;5.66
Eddy's Sports Pub;Suarez Family Palatine Pils;6.14
Eddy's Sports Pub;Sauza Diablo;6.23
Eddy's Sports Pub;Carton Boat Beer;7.08
Eddy's Sports Pub;Summit Extra Pale Ale;7.5
Eddy's Sports Pub;Tired Hands SaisonHands;7.62
Eddy's Sports Pub;Michelob Golden Draft Light;7.89
Eddy's Sports Pub;Stolichnaya Citrona;8.25
Eddy's Sports Pub;Killian's;8.79
Eddy's Sports Pub;Lion Bridge Compensation;9.51
Eddy's Sports Pub;Extra Gold;9.58
Eddy's Sports Pub;French Fries;11.03
Eddy's Sports Pub;Disco Fries;11.39
Eddy's Sports Pub;Pizza;11.61
Eddy's Sports Pub;Roasted Cauliflower;11.68
Eddy's Sports Pub;Shrimp Cocktail;11.73
Eddy's Sports Pub;Sloppy Joe;11.74
Eddy's Sports Pub;Burger Sliders;11.84
Eddy's Sports Pub;Mozzarella Sticks;12.25
Eddy's Sports Pub;Buffalo Wings;14.04
Eddy's Sports Pub;Hot Wings;14.91
Edmond Mukamal D.d.s;Suarez Family Palatine Pils;5.23
Edmond Mukamal D.d.s;Brooklyn Bel Air Sour;5.46
Edmond Mukamal D.d.s;The Bruery Mocha Wednesday;5.55
Edmond Mukamal D.d.s;Sauza Diablo;5.61
Edmond Mukamal D.d.s;Trilliul Vicinity;5.65
Edmond Mukamal D.d.s;Melvin 2x4 Double IPA;5.84
Edmond Mukamal D.d.s;Wicked Weed Black Angel;6.71
Edmond Mukamal D.d.s;New Belgium La Folie;7.16
Edmond Mukamal D.d.s;Sun King Afternoon Delight;7.32
Edmond Mukamal D.d.s;Bud;7.53
Edmond Mukamal D.d.s;Dogfish SeaQuench;7.55
Edmond Mukamal D.d.s;Holy Mountain Misere Au Borinage;7.81
Edmond Mukamal D.d.s;Chuckanut Kolsch Style;7.94
Edmond Mukamal D.d.s;Extra Gold;9.19
Edmond Mukamal D.d.s;Moonlight Death and Taxes;9.56
Edmond Mukamal D.d.s;Disco Fries;10.08
Edmond Mukamal D.d.s;Pizza;10.15
Edmond Mukamal D.d.s;Roasted Cauliflower;10.21
Edmond Mukamal D.d.s;Shrimp Cocktail;10.32
Edmond Mukamal D.d.s;Burger Sliders;10.98
Edmond Mukamal D.d.s;Chilli;11.88
Edmond Mukamal D.d.s;Cheese Fries;13.08
Edmond Mukamal D.d.s;Buffalo Wings;14.02
Edmond Mukamal D.d.s;Onion Rings;14.39
Edmond Mukamal D.d.s;Soft Pretzel;14.99
Ed's Tavern;Hefeweizen;5.09
Ed's Tavern;Southpaw Light;5.27
Ed's Tavern;Michelob Amber Bock;5.51
Ed's Tavern;Original Premium;5.66
Ed's Tavern;The Bruery Mocha Wednesday;5.7
Ed's Tavern;Trilliul Vicinity;5.92
Ed's Tavern;J. Wakefield Miami Madness;6.69
Ed's Tavern;Killian's;7.14
Ed's Tavern;Hefeweizen Doppelbock;7.26
Ed's Tavern;Grimm Afterimage;7.4
Ed's Tavern;Original Premium Lager;8.03
Ed's Tavern;Budweiser;9.25
Ed's Tavern;Extra Gold;9.68
Ed's Tavern;Moonlight Death and Taxes;10.0
Ed's Tavern;Potato Skins;11.12
Ed's Tavern;Maple-Glazed Peanuts;11.27
Ed's Tavern;Pizza;11.4
Ed's Tavern;Roasted Cauliflower;11.71
Ed's Tavern;Burger Sliders;12.69
Ed's Tavern;Buffalo Wings;13.04
Ed's Tavern;Hot Wings;13.47
Ed's Tavern;Hot Dogs;13.89
Ed's Tavern;Soft Pretzel;14.11
Elite Home Medical Supply;ICEHOUSE;5.42
Elite Home Medical Supply;Michelob ULTRA;5.89
Elite Home Medical Supply;New Glarus Berliner Weiss;5.93
Elite Home Medical Supply;Brooklyn Bel Air Sour;6.15
Elite Home Medical Supply;Melvin 2x4 Double IPA;7.35
Elite Home Medical Supply;Toppling Goliath King Sue;7.66
Elite Home Medical Supply;J. Wakefield Miami Madness;7.9
Elite Home Medical Supply;Stolichnaya Citrona;7.96
Elite Home Medical Supply;Blue Moon;8.06
Elite Home Medical Supply;Grimm Afterimage;9.02
Elite Home Medical Supply;Port Brewing Board Meeting;9.27
Elite Home Medical Supply;Extra Gold;9.47
Elite Home Medical Supply;French Fries;10.04
Elite Home Medical Supply;Popcorn;10.59
Elite Home Medical Supply;Maple-Glazed Peanuts;11.24
Elite Home Medical Supply;Burger Sliders;11.34
Elite Home Medical Supply;Chilli;11.53
Elite Home Medical Supply;Pigs in a Blanket;11.68
Elite Home Medical Supply;Mozzarella Sticks;12.24
Elite Home Medical Supply;Cheese Fries;13.38
Elite Home Medical Supply;Hot Wings;13.85
Elite Home Medical Supply;Nachos;14.35
Elizabeth Delisser;Southpaw Light;5.03
Elizabeth Delisser;Suarez Family Palatine Pils;5.2
Elizabeth Delisser;New Glarus Berliner Weiss;5.28
Elizabeth Delisser;The Bruery Mocha Wednesday;5.4
Elizabeth Delisser;Trilliul Vicinity;5.78
Elizabeth Delisser;Tired Hands SaisonHands;7.17
Elizabeth Delisser;Melvin 2x4 Double IPA;7.79
Elizabeth Delisser;J. Wakefield Miami Madness;8.09
Elizabeth Delisser;Creamy Dark;8.39
Elizabeth Delisser;Stolichnaya Citrona;8.6
Elizabeth Delisser;Sun King Afternoon Delight;8.72
Elizabeth Delisser;Live Oak Hefeweizen;8.73
Elizabeth Delisser;Michelob Golden Draft;8.95
Elizabeth Delisser;Grimm Afterimage;9.04
Elizabeth Delisser;Russian River STS;9.59
Elizabeth Delisser;Holy Mountain Misere Au Borinage;9.72
Elizabeth Delisser;Chuckanut Kolsch Style;9.79
Elizabeth Delisser;Zima Citrus;9.82
Elizabeth Delisser;Original Premium Lager;9.93
Elizabeth Delisser;Potato Skins;10.2
Elizabeth Delisser;Deviled Eggs;10.7
Elizabeth Delisser;Jalapeno Poppers;11.39
Elizabeth Delisser;Roasted Cauliflower;11.7
Elizabeth Delisser;Shrimp Cocktail;12.01
Elizabeth Delisser;Chilli;12.99
Elizabeth Delisser;Onion Rings;14.58
Elizabeth Delisser;Nachos;14.71
Emerald City Of Pensacola Inc;Michelob ULTRA;5.72
Emerald City Of Pensacola Inc;Suarez Family Palatine Pils;6.27
Emerald City Of Pensacola Inc;Toppling Goliath King Sue;6.89
Emerald City Of Pensacola Inc;J. Wakefield Miami Madness;7.18
Emerald City Of Pensacola Inc;Original Premium Lager Dog;7.31
Emerald City Of Pensacola Inc;Blue Moon;7.5
Emerald City Of Pensacola Inc;Bell's Two-Hearted Ale;7.71
Emerald City Of Pensacola Inc;Killian's;7.74
Emerald City Of Pensacola Inc;Bud;7.89
Emerald City Of Pensacola Inc;Devils Backbone Vienna Lager;7.91
Emerald City Of Pensacola Inc;Russian River STS;8.51
Emerald City Of Pensacola Inc;Holy Mountain Misere Au Borinage;9.15
Emerald City Of Pensacola Inc;Extra Gold;9.91
Emerald City Of Pensacola Inc;Potato Skins;10.15
Emerald City Of Pensacola Inc;Deviled Eggs;10.61
Emerald City Of Pensacola Inc;Disco Fries;10.89
Emerald City Of Pensacola Inc;Sloppy Joe;11.09
Emerald City Of Pensacola Inc;Pigs in a Blanket;13.89
Emerald City Of Pensacola Inc;Fried Pickles;14.25
Emerald City Of Pensacola Inc;Buffalo Wings;14.51
Entourage Night Club;Southpaw Light;5.08
Entourage Night Club;Original Premium;5.31
Entourage Night Club;Sauza Diablo;5.66
Entourage Night Club;Toppling Goliath King Sue;5.73
Entourage Night Club;J. Wakefield Miami Madness;6.56
Entourage Night Club;Blue Moon;6.58
Entourage Night Club;Dogfish SeaQuench;6.74
Entourage Night Club;Michelob Golden Draft;6.9
Entourage Night Club;Russian River STS;8.18
Entourage Night Club;Burial Griddle;8.73
Entourage Night Club;Chuckanut Kolsch Style;8.81
Entourage Night Club;Budweiser;9.1
Entourage Night Club;Extra Gold;9.46
Entourage Night Club;Shrimp Cocktail;10.17
Entourage Night Club;Sloppy Joe;11.55
Entourage Night Club;Fried Pickles;12.48
Entourage Night Club;Buffalo Wings;12.86
Entourage Night Club;Hot Wings;14.56
Entourage Night Club;Nachos;14.74
Eschbacher Engineering;ICEHOUSE;5.97
Eschbacher Engineering;Southpaw Light;6.33
Eschbacher Engineering;Suarez Family Palatine Pils;6.35
Eschbacher Engineering;New Glarus Berliner Weiss;6.76
Eschbacher Engineering;The Bruery Mocha Wednesday;6.79
Eschbacher Engineering;Trilliul Vicinity;6.98
Eschbacher Engineering;Tired Hands SaisonHands;7.06
Eschbacher Engineering;Michelob Golden Draft Light;7.09
Eschbacher Engineering;Wicked Weed Black Angel;7.11
Eschbacher Engineering;Original Premium Lager Dog;7.15
Eschbacher Engineering;New Belgium La Folie;7.26
Eschbacher Engineering;Bell's Two-Hearted Ale;7.28
Eschbacher Engineering;Bud;7.37
Eschbacher Engineering;Devils Backbone Vienna Lager;7.4
Eschbacher Engineering;Dogfish SeaQuench;7.41
Eschbacher Engineering;Allagash White;7.95
Eschbacher Engineering;Port Brewing Board Meeting;8.76
Eschbacher Engineering;Burial Griddle;9.2
Eschbacher Engineering;Chuckanut Kolsch Style;9.5
Eschbacher Engineering;Zima Citrus;9.74
Eschbacher Engineering;French Fries;10.41
Eschbacher Engineering;Maple-Glazed Peanuts;10.8
Eschbacher Engineering;Jalapeno Poppers;11.21
Eschbacher Engineering;Artichoke Dip;12.18
Eschbacher Engineering;Sloppy Joe;13.35
Eschbacher Engineering;Chilli;13.82
Eschbacher Engineering;Pigs in a Blanket;13.85
Eschbacher Engineering;Mozzarella Sticks;14.0
Eschbacher Engineering;Cheese Fries;14.08
Eschbacher Engineering;Buffalo Wings;14.16
Espinos Mexican Bar & Grill;Original Premium;5.46
Espinos Mexican Bar & Grill;New Belgium La Folie;6.22
Espinos Mexican Bar & Grill;Sun King Afternoon Delight;6.56
Espinos Mexican Bar & Grill;Marz Diliner Weisse;7.13
Espinos Mexican Bar & Grill;Killian's;7.45
Espinos Mexican Bar & Grill;Lion Bridge Compensation;8.91
Espinos Mexican Bar & Grill;Hefeweizen Doppelbock;8.99
Espinos Mexican Bar & Grill;Grimm Afterimage;9.21
Espinos Mexican Bar & Grill;Budweiser;9.49
Espinos Mexican Bar & Grill;Pizza;10.25
Espinos Mexican Bar & Grill;Mozzarella Sticks;10.45
Espinos Mexican Bar & Grill;Hot Wings;12.57
Espinos Mexican Bar & Grill;Onion Rings;13.51
Espinos Mexican Bar & Grill;Quesadillas;13.6
Espinos Mexican Bar & Grill;Soft Pretzel;14.19
Evolutions;Southpaw Light;5.01
Evolutions;Michelob ULTRA;5.12
Evolutions;Michelob Amber Bock;5.19
Evolutions;New Glarus Berliner Weiss;5.23
Evolutions;The Bruery Mocha Wednesday;5.79
Evolutions;Trilliul Vicinity;6.94
Evolutions;J. Wakefield Miami Madness;7.26
Evolutions;Michelob Golden Draft Light;7.44
Evolutions;Stolichnaya Citrona;7.46
Evolutions;Blue Moon;7.53
Evolutions;Lion Bridge Compensation;7.71
Evolutions;Devils Backbone Vienna Lager;8.66
Evolutions;Holy Mountain Misere Au Borinage;9.09
Evolutions;Zima;9.1
Evolutions;Budweiser;9.17
Evolutions;Moonlight Death and Taxes;9.17
Evolutions;Potato Skins;10.24
Evolutions;Deviled Eggs;10.8
Evolutions;Maple-Glazed Peanuts;11.18
Evolutions;Artichoke Dip;11.61
Evolutions;Chilli;11.65
Evolutions;Fried Pickles;13.7
Evolutions;Mozzarella Sticks;13.85
Evolutions;Soft Pretzel;14.89
Fast Eddy's;ICEHOUSE;5.23
Fast Eddy's;Suarez Family Palatine Pils;5.48
Fast Eddy's;New Glarus Berliner Weiss;5.67
Fast Eddy's;Sauza Diablo;5.97
Fast Eddy's;Tired Hands SaisonHands;6.05
Fast Eddy's;Original Premium Lager Dog;6.16
Fast Eddy's;Marz Diliner Weisse;6.32
Fast Eddy's;Lion Bridge Compensation;6.37
Fast Eddy's;Bud;6.84
Fast Eddy's;Devils Backbone Vienna Lager;6.91
Fast Eddy's;Hefeweizen Doppelbock;7.15
Fast Eddy's;Live Oak Hefeweizen;7.74
Fast Eddy's;Allagash White;8.33
Fast Eddy's;Michelob Golden Draft;8.38
Fast Eddy's;Holy Mountain Misere Au Borinage;9.12
Fast Eddy's;Original Premium Lager;9.4
Fast Eddy's;Extra Gold;9.55
Fast Eddy's;French Fries;10.43
Fast Eddy's;Popcorn;10.95
Fast Eddy's;Maple-Glazed Peanuts;11.03
Fast Eddy's;Jalapeno Poppers;11.6
Fast Eddy's;Disco Fries;11.65
Fast Eddy's;Pizza;11.8
Fast Eddy's;Sloppy Joe;12.12
Fast Eddy's;Chilli;13.56
Fast Eddy's;Hot Wings;14.09
Fast Eddy's;Onion Rings;14.61
Fergie's Pub;Hefeweizen;5.15
Fergie's Pub;Michelob ULTRA;5.68
Fergie's Pub;Suarez Family Palatine Pils;5.74
Fergie's Pub;Michelob Amber Bock;6.07
Fergie's Pub;Brooklyn Bel Air Sour;6.69
Fergie's Pub;Sauza Diablo;6.92
Fergie's Pub;Original Premium Lager Dog;7.54
Fergie's Pub;Burial Griddle;8.88
Fergie's Pub;Zima Citrus;9.3
Fergie's Pub;Extra Gold;9.52
Fergie's Pub;Moonlight Death and Taxes;9.65
Fergie's Pub;Maple-Glazed Peanuts;11.98
Fergie's Pub;Pizza;12.45
Fergie's Pub;Chilli;12.64
Fergie's Pub;Fried Pickles;12.75
Fergie's Pub;Cheese Fries;13.82
Fergie's Pub;Buffalo Wings;14.01
Fergie's Pub;Quesadillas;14.32
Fiddler's Inn;Suarez Family Palatine Pils;5.05
Fiddler's Inn;New Glarus Berliner Weiss;5.22
Fiddler's Inn;The Bruery Mocha Wednesday;5.53
Fiddler's Inn;Sauza Diablo;5.67
Fiddler's Inn;Trilliul Vicinity;5.7
Fiddler's Inn;Creamy Dark;5.83
Fiddler's Inn;Michelob Golden Draft Light;6.43
Fiddler's Inn;Original Premium Lager Dog;6.85
Fiddler's Inn;Marz Diliner Weisse;7.14
Fiddler's Inn;Lion Bridge Compensation;7.27
Fiddler's Inn;Devils Backbone Vienna Lager;7.68
Fiddler's Inn;Dogfish SeaQuench;7.78
Fiddler's Inn;Allagash White;8.51
Fiddler's Inn;Grimm Afterimage;8.54
Fiddler's Inn;Russian River STS;9.24
Fiddler's Inn;Burial Griddle;9.46
Fiddler's Inn;Deviled Eggs;11.53
Fiddler's Inn;Maple-Glazed Peanuts;11.93
Fiddler's Inn;Jalapeno Poppers;12.05
Fiddler's Inn;Disco Fries;12.09
Fiddler's Inn;Shrimp Cocktail;13.63
Fiddler's Inn;Artichoke Dip;14.25
Fiddler's Inn;Burger Sliders;14.37
Fiddler's Inn;Onion Rings;14.62
Fiddler's Inn;Quesadillas;14.79
Fionn Mac Cool's Irish Pub;ICEHOUSE;5.07
Fionn Mac Cool's Irish Pub;Michelob ULTRA;5.08
Fionn Mac Cool's Irish Pub;Brooklyn Bel Air Sour;5.08
Fionn Mac Cool's Irish Pub;Trilliul Vicinity;5.36
Fionn Mac Cool's Irish Pub;Carton Boat Beer;5.46
Fionn Mac Cool's Irish Pub;Summit Extra Pale Ale;5.7
Fionn Mac Cool's Irish Pub;Tired Hands SaisonHands;5.89
Fionn Mac Cool's Irish Pub;Creamy Dark;6.25
Fionn Mac Cool's Irish Pub;Wicked Weed Black Angel;7.02
Fionn Mac Cool's Irish Pub;Original Premium Lager Dog;7.53
Fionn Mac Cool's Irish Pub;Marz Diliner Weisse;7.58
Fionn Mac Cool's Irish Pub;Killian's;7.79
Fionn Mac Cool's Irish Pub;Lion Bridge Compensation;7.84
Fionn Mac Cool's Irish Pub;Dogfish SeaQuench;7.93
Fionn Mac Cool's Irish Pub;Allagash White;8.6
Fionn Mac Cool's Irish Pub;Port Brewing Board Meeting;9.42
Fionn Mac Cool's Irish Pub;Budweiser;9.62
Fionn Mac Cool's Irish Pub;Extra Gold;9.92
Fionn Mac Cool's Irish Pub;Potato Skins;10.2
Fionn Mac Cool's Irish Pub;Popcorn;12.0
Fionn Mac Cool's Irish Pub;Maple-Glazed Peanuts;12.88
Fionn Mac Cool's Irish Pub;Disco Fries;13.15
Fionn Mac Cool's Irish Pub;Roasted Cauliflower;13.42
Fionn Mac Cool's Irish Pub;Shrimp Cocktail;13.63
Fionn Mac Cool's Irish Pub;Pigs in a Blanket;14.49
Fionn Mac Cool's Irish Pub;Fried Pickles;14.55
Fionn Mac Cool's Irish Pub;Buffalo Wings;14.68
Fitz' Bar & Grill;Southpaw Light;6.21
Fitz' Bar & Grill;Stolichnaya Citrona;6.7
Fitz' Bar & Grill;New Belgium La Folie;7.25
Fitz' Bar & Grill;Bell's Two-Hearted Ale;8.02
Fitz' Bar & Grill;Chuckanut Kolsch Style;8.47
Fitz' Bar & Grill;Moonlight Death and Taxes;8.49
Fitz' Bar & Grill;Disco Fries;10.18
Fitz' Bar & Grill;Pizza;10.8
Fitz' Bar & Grill;Chilli;11.7
Fitz' Bar & Grill;Nachos;12.22
Fitz' Bar & Grill;Soft Pretzel;14.73
Fitzgerald's Night Club;Sauza Diablo;5.23
Fitzgerald's Night Club;Trilliul Vicinity;5.75
Fitzgerald's Night Club;J. Wakefield Miami Madness;5.87
Fitzgerald's Night Club;Lion Bridge Compensation;6.9
Fitzgerald's Night Club;Holy Mountain Misere Au Borinage;7.28
Fitzgerald's Night Club;Chuckanut Kolsch Style;8.29
Fitzgerald's Night Club;Extra Gold;9.39
Fitzgerald's Night Club;Deviled Eggs;10.41
Fitzgerald's Night Club;Jalapeno Poppers;12.29
Fitzgerald's Night Club;Sloppy Joe;12.32
Fitzgerald's Night Club;Chilli;12.34
Fitzgerald's Night Club;Pigs in a Blanket;13.64
Fitzgerald's Night Club;Buffalo Wings;13.94
Fitzgerald's Night Club;Quesadillas;14.25
Fitzgerald's Night Club;Soft Pretzel;14.26
Foundry;Hefeweizen;5.72
Foundry;The Bruery Mocha Wednesday;6.25
Foundry;Creamy Dark;6.3
Foundry;Michelob Golden Draft Light;6.79
Foundry;Stolichnaya Citrona;6.87
Foundry;Live Oak Hefeweizen;7.56
Foundry;Budweiser;9.84
Foundry;Roasted Cauliflower;11.16
Foundry;Sloppy Joe;11.67
Foundry;Burger Sliders;12.04
Foundry;Mozzarella Sticks;12.13
Foundry;Quesadillas;13.36
Four Seasons Wine & Liquor;ICEHOUSE;5.83
Four Seasons Wine & Liquor;Southpaw Light;5.83
Four Seasons Wine & Liquor;Michelob ULTRA;5.92
Four Seasons Wine & Liquor;Suarez Family Palatine Pils;6.06
Four Seasons Wine & Liquor;Michelob Amber Bock;6.16
Four Seasons Wine & Liquor;Brooklyn Bel Air Sour;6.72
Four Seasons Wine & Liquor;Original Premium;7.24
Four Seasons Wine & Liquor;Trilliul Vicinity;7.68
Four Seasons Wine & Liquor;Carton Boat Beer;7.68
Four Seasons Wine & Liquor;Summit Extra Pale Ale;8.01
Four Seasons Wine & Liquor;Toppling Goliath King Sue;8.01
Four Seasons Wine & Liquor;Creamy Dark;8.18
Four Seasons Wine & Liquor;Wicked Weed Black Angel;8.34
Four Seasons Wine & Liquor;New Belgium La Folie;8.38
Four Seasons Wine & Liquor;Killian's;8.52
Four Seasons Wine & Liquor;Bud;8.77
Four Seasons Wine & Liquor;Live Oak Hefeweizen;9.03
Four Seasons Wine & Liquor;Russian River STS;9.44
Four Seasons Wine & Liquor;Original Premium Lager;9.7
Four Seasons Wine & Liquor;Extra Gold;9.84
Four Seasons Wine & Liquor;French Fries;10.24
Four Seasons Wine & Liquor;Deviled Eggs;10.57
Four Seasons Wine & Liquor;Maple-Glazed Peanuts;10.99
Four Seasons Wine & Liquor;Jalapeno Poppers;11.31
Four Seasons Wine & Liquor;Roasted Cauliflower;12.39
Four Seasons Wine & Liquor;Artichoke Dip;13.41
Four Seasons Wine & Liquor;Burger Sliders;13.52
Four Seasons Wine & Liquor;Cheese Fries;13.54
Four Seasons Wine & Liquor;Nachos;14.23
Fran's Place Inc;Michelob ULTRA;5.16
Fran's Place Inc;Trilliul Vicinity;5.41
Fran's Place Inc;Carton Boat Beer;5.51
Fran's Place Inc;Creamy Dark;7.19
Fran's Place Inc;Sun King Afternoon Delight;7.32
Fran's Place Inc;Bell's Two-Hearted Ale;8.26
Fran's Place Inc;Lion Bridge Compensation;8.57
Fran's Place Inc;Bud;9.24
Fran's Place Inc;Port Brewing Board Meeting;9.38
Fran's Place Inc;Holy Mountain Misere Au Borinage;9.65
Fran's Place Inc;Extra Gold;9.98
Fran's Place Inc;Deviled Eggs;10.76
Fran's Place Inc;Roasted Cauliflower;11.06
Fran's Place Inc;Shrimp Cocktail;11.31
Fran's Place Inc;Burger Sliders;12.63
Fran's Place Inc;Pigs in a Blanket;13.25
Fran's Place Inc;Hot Dogs;13.33
Fran's Place Inc;Nachos;14.86
Freddie's;Michelob ULTRA;5.1
Freddie's;Suarez Family Palatine Pils;5.23
Freddie's;Michelob Amber Bock;5.39
Freddie's;Original Premium;5.41
Freddie's;Sauza Diablo;5.81
Freddie's;Carton Boat Beer;5.89
Freddie's;Summit Extra Pale Ale;6.09
Freddie's;Stolichnaya Citrona;6.23
Freddie's;Original Premium Lager Dog;6.25
Freddie's;Blue Moon;7.06
Freddie's;Allagash White;7.78
Freddie's;Michelob Golden Draft;8.89
Freddie's;Grimm Afterimage;9.19
Freddie's;Holy Mountain Misere Au Borinage;9.35
Freddie's;Zima;9.72
Freddie's;Budweiser;9.91
Freddie's;French Fries;10.49
Freddie's;Popcorn;11.61
Freddie's;Jalapeno Poppers;12.28
Freddie's;Pizza;12.47
Freddie's;Chilli;12.89
Freddie's;Nachos;14.67
Fred's Bar & Grill;Hefeweizen;5.1
Fred's Bar & Grill;Southpaw Light;5.15
Fred's Bar & Grill;Sauza Diablo;5.3
Fred's Bar & Grill;Trilliul Vicinity;5.44
Fred's Bar & Grill;Melvin 2x4 Double IPA;5.82
Fred's Bar & Grill;Michelob Golden Draft Light;6.18
Fred's Bar & Grill;New Belgium La Folie;6.63
Fred's Bar & Grill;Sun King Afternoon Delight;7.37
Fred's Bar & Grill;Killian's;7.38
Fred's Bar & Grill;Lion Bridge Compensation;7.92
Fred's Bar & Grill;Bud;8.42
Fred's Bar & Grill;Grimm Afterimage;8.47
Fred's Bar & Grill;Chuckanut Kolsch Style;8.64
Fred's Bar & Grill;Extra Gold;8.67
Fred's Bar & Grill;Potato Skins;11.54
Fred's Bar & Grill;Shrimp Cocktail;13.17
Fred's Bar & Grill;Burger Sliders;13.5
Fred's Bar & Grill;Hot Dogs;14.14
Fred's Bar & Grill;Nachos;14.81
Froggy Bottomz;Hefeweizen;5.07
Froggy Bottomz;ICEHOUSE;5.88
Froggy Bottomz;Southpaw Light;6.15
Froggy Bottomz;The Bruery Mocha Wednesday;6.16
Froggy Bottomz;Wicked Weed Black Angel;6.48
Froggy Bottomz;Original Premium Lager Dog;6.49
Froggy Bottomz;Killian's;6.78
Froggy Bottomz;Devils Backbone Vienna Lager;7.41
Froggy Bottomz;Dogfish SeaQuench;8.16
Froggy Bottomz;Hefeweizen Doppelbock;8.25
Froggy Bottomz;Michelob Golden Draft;8.26
Froggy Bottomz;Grimm Afterimage;8.52
Froggy Bottomz;Holy Mountain Misere Au Borinage;8.52
Froggy Bottomz;Burial Griddle;8.78
Froggy Bottomz;Zima;9.21
Froggy Bottomz;Budweiser;9.23
Froggy Bottomz;Moonlight Death and Taxes;9.85
Froggy Bottomz;French Fries;10.76
Froggy Bottomz;Maple-Glazed Peanuts;11.97
Froggy Bottomz;Shrimp Cocktail;12.13
Froggy Bottomz;Artichoke Dip;14.07
Froggy Bottomz;Sloppy Joe;14.48
Froggy Bottomz;Buffalo Wings;14.96
"Fujioka's Wine & Spirits; LLC";Southpaw Light;6.47
"Fujioka's Wine & Spirits; LLC";Suarez Family Palatine Pils;7.3
"Fujioka's Wine & Spirits; LLC";Blue Moon;8.33
"Fujioka's Wine & Spirits; LLC";Marz Diliner Weisse;8.4
"Fujioka's Wine & Spirits; LLC";Michelob Golden Draft;9.24
"Fujioka's Wine & Spirits; LLC";Original Premium Lager;9.59
"Fujioka's Wine & Spirits; LLC";Extra Gold;9.81
"Fujioka's Wine & Spirits; LLC";French Fries;11.37
"Fujioka's Wine & Spirits; LLC";Maple-Glazed Peanuts;11.5
"Fujioka's Wine & Spirits; LLC";Artichoke Dip;11.72
"Fujioka's Wine & Spirits; LLC";Cheese Fries;13.0
"Fujioka's Wine & Spirits; LLC";Hot Dogs;14.79
Funny Farm;ICEHOUSE;5.17
Funny Farm;Southpaw Light;5.18
Funny Farm;Suarez Family Palatine Pils;5.62
Funny Farm;Michelob Amber Bock;5.69
Funny Farm;Original Premium;6.29
Funny Farm;Carton Boat Beer;6.43
Funny Farm;Summit Extra Pale Ale;6.44
Funny Farm;Michelob Golden Draft Light;6.44
Funny Farm;Stolichnaya Citrona;8.1
Funny Farm;New Belgium La Folie;8.21
Funny Farm;Lion Bridge Compensation;8.85
Funny Farm;Devils Backbone Vienna Lager;8.92
